country,countryname,party,partyname,date,title
31,France,31720,National Front,198603,"Jean-Marie Le Pen présente ‘Pour la France. Programme du Front National’, pp. 192"
31,France,31720,National Front,198806,Estimate
31,France,31720,National Front,199303,Estimate
31,France,31720,National Front,199705,Un programme pour gouvenir. 16 axes d'action pour réussir la grande alternance.
31,France,31720,National Front,200206,Programme du Front National. Libérons la France!
31,France,31720,National Front,200706,Programme du Front National
31,France,31720,National Front,201206,"Mon Projet pour la France et les francais. Marine Le Pen. La voix du peuple, l'esprit de la France"
31,France,31720,National Front,201706,Au nom du people. 144 Enagagements présidentiels
32,Italy,32021,Civil Revolution,201302,La nostra rivoluzione civile
32,Italy,32022,Italy Europe Together,201803,Insieme per un’Italia più giusta in un’Europa più unita.
32,Italy,32031,Free and Equal,201803,Programma Liberi e Uguali
32,Italy,32051,Popular Civic List,201803,Per le elezioni politiche 2018
32,Italy,32055,Us with Italy,201803,Programma elettorale elezioni politiche
32,Italy,32061,People of Freedom,200804,L'ecquazione del benessere
32,Italy,32061,People of Freedom,201302,Programma elezioni politiche 24/25 Febbraio. Noi ci impegniamo a promuovere e realizzare entro la XVII legislatura i seguenti punti programmatici
32,Italy,32090,Coalition of South Tyrolean People’s Party and Trentino Tyrolean Autonomist Party,201803,Programma SVP-PATT
32,Italy,32110,Green Federation,198706,Perche una Lista Verde Nazionale
32,Italy,32110,Green Federation,199204,Gli altri ti promettono la luna. Noi ti garantiamo la terra
32,Italy,32110,Green Federation,199403,Estimate
32,Italy,32110,Green Federation,199604,La Via Verde. Programmi d'azione e progretto dei verdi italiani
32,Italy,32110,Green Federation,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32111,The Girasole ‘Sunflower',200105,"Rinnoviamo l’Italia, insieme. Il programma dell'Ulivo per il governo 2001/2006 presentato da Francesco Rutelli [Joint programme of Ulivo (Olive Tree) 32329]"
32,Italy,32210,Proletarian Unity Party for Communism The Manifesto + Proletarian Unity Party,197606,Estimate
32,Italy,32210,Proletarian Unity Party for Communism The Manifesto + Proletarian Unity Party,197906,Estimate
32,Italy,32210,Proletarian Unity Party for Communism The Manifesto + Proletarian Unity Party,198306,Document missing
32,Italy,32211,Proletarian Democracy,198306,Il quadro dei problemi del paese
32,Italy,32211,Proletarian Democracy,198706,Estimate
32,Italy,32212,Communist Refoundation Party,199204,Programma elettorale. Dall’oppositzione per l’alternativa
32,Italy,32212,Communist Refoundation Party,199403,La forza dell’alternativa. Difendi il lavoro: Cambia l’Italia con la sinistra
32,Italy,32212,Communist Refoundation Party,199604,Ricominciare da sinistra per l’alternativa
32,Italy,32212,Communist Refoundation Party,200105,Programma politico. Elezioni 13 maggio 2001
32,Italy,32212,Communist Refoundation Party,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32213,Party of Italian Communists,200105,"Rinnoviamo l’Italia, insieme. Il programma dell'Ulivo per il governo 2001/2006 presentato da Francesco Rutelli [Joint programme of Ulivo (Olive Tree) 32329]"
32,Italy,32213,Party of Italian Communists,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32220,Italian Communist Party,194606,Il Programma del PCI per la repubblica democratica dei lavoratori
32,Italy,32220,Italian Communist Party,194804,Il programma del Fronte Democratico Popolare [Joint programme of PCI 32220 and PSI 32320]
32,Italy,32220,Italian Communist Party,195306,"Per la pace, la libertà, il lavoro, la concordia sociale. Il Programma dei Comunisti"
32,Italy,32220,Italian Communist Party,195805,"Il programma elettorale dei comunisti contro il totalitarismo clericale e la minaccia di una guerra atomica per una alternativa democratica di pace, di lavoro, di progresso"
32,Italy,32220,Italian Communist Party,196304,Batterre la DC. Rafforzare il PCI. Il Programma elettorale del PCI
32,Italy,32220,Italian Communist Party,196805,"E' ora di cambiare, si puo' cambiare: appello programma del PCI"
32,Italy,32220,Italian Communist Party,197205,Il programma dei comunisti: per un governo di svolta democratica
32,Italy,32220,Italian Communist Party,197606,Partito Comunista Italiano. E' necessaria una nuova guida politica e morale
32,Italy,32220,Italian Communist Party,197906,46 schede di governo. Il programma dei comunisti per l’VIII legislatura
32,Italy,32220,Italian Communist Party,198306,La proposta alternativa per il cambiamento
32,Italy,32220,Italian Communist Party,198706,Il PCI per la decima legislatura. Gli impegni programmatici fondamentali
32,Italy,32220,Democratic Party of the Left,199204,Costruiamo una nuova Italia. PDS opposizione che costruisce
32,Italy,32220,Democratic Party of the Left,199403,"Programma di governo del PDS. Per ricostruire un'Italia piú giusta, piú unita, piú moderna"
32,Italy,32220,Democratic Party of the Left,199604,Semplifichiamo la vita. Liberiamo le energie.
32,Italy,32220,Democrats of the Left,200105,"Rinnoviamo l’Italia, insieme. Il programma dell'Ulivo per il governo 2001/2006 presentato da Francesco Rutelli [Joint programme of Ulivo (Olive Tree) 32329]"
32,Italy,32221,Rose in the Fist,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32230,Left Ecology Freedom,201302,Benvenuta sinistra. Il programma
32,Italy,32310,Radical Party,197606,PR
32,Italy,32310,Radical Party,197906,Estimate
32,Italy,32310,Radical Party,198306,Estimate
32,Italy,32310,Radical Party,198706,Estimate
32,Italy,32310,Pannella List,199204,Estimate
32,Italy,32310,Pannella-Riformatori List,199403,Estimate
32,Italy,32310,Pannella-Sgarbi List,199604,Lista Sgarbi-Panella
32,Italy,32320,Italian Socialist Party,194606,Sempre avanti! Il Programma del Partito Socialista per l’opera riformatrice della Costituente
32,Italy,32320,Italian Socialist Party,194804,Document missing
32,Italy,32320,Italian Socialist Party,195306,Il PSI agli elettori. Vota alternativa socialista garanzia di progresso e di pace
32,Italy,32320,Italian Socialist Party,195805,Per una politica di alternativa democratica
32,Italy,32320,Italian Socialist Party,196304,Il programma del P.S.I. Elezioni politiche 28 aprile 1963
32,Italy,32320,Italian Socialist Party,197205,Il programma del PSI
32,Italy,32320,Italian Socialist Party,197606,PSI
32,Italy,32320,Italian Socialist Party,197906,Il programma del PSI per le elezioni
32,Italy,32320,Italian Socialist Party,198306,"Rigore, equità, sviluppo: Il senso della proposta socialista"
32,Italy,32320,Italian Socialist Party,198706,Programma socialista per la decima legislatura.
32,Italy,32320,Italian Socialist Party,199204,PSI. Un governo per la ripresa. Argomenti socialisti
32,Italy,32320,Italian Socialist Party,199403,Estimate
32,Italy,32321,Italian Renewal,199604,Rinnovamento Italiano. Manifesto Politico
32,Italy,32322,Unified Italian Socialist Party-Italian Democratic Socialist Party,196805,[Manifesto taken from main party in coalition (32320)]
32,Italy,32329,Olive Tree,200105,"Rinnoviamo l’Italia, insieme. Il programma dell'Ulivo per il governo 2001/2006 presentato da Francesco Rutelli [Joint programme of Ulivo (Olive Tree) 32329]"
32,Italy,32329,Olive Tree,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32330,Socialist Party of Italian Workers,194804,Il nostro programma d’azione. [Published in Critica Sociale]
32,Italy,32330,Italian Democratic Socialist Party,195306,"Programma elettorale del PSDI. La Giustizia, April 1953"
32,Italy,32330,Italian Democratic Socialist Party,195805,Programma del Partito Socialista Democratico Italiano per le elezioni politiche del 1958 e la prossima legislatura
32,Italy,32330,Italian Democratic Socialist Party,196304,L’azione dei socialisti democratici per il progresso generale del paese
32,Italy,32330,Italian Democratic Socialist Party,197205,"Il nostro programma per il rafforzamento delle istituzioni democratiche, la crescita della società civile e l’equilibrato sviluppo dell’economia nazionale"
32,Italy,32330,Italian Democratic Socialist Party,197606,Partito Socialista Democratico Italiano
32,Italy,32330,Italian Democratic Socialist Party,197906,Programma del Partito Socialista Democratico Italiano
32,Italy,32330,Italian Democratic Socialist Party,198306,Il PSDI agli elettori: indicazioni per un programma di governo
32,Italy,32330,Italian Democratic Socialist Party,198706,Una alternativa riformista per governare il cambiamento
32,Italy,32330,Italian Democratic Socialist Party,199204,Programma elettorale 1992. Piú forza al PSDI per un domani sicuro
32,Italy,32410,Italian Republican Party,194606,Il discorso dell’on. Giovanni Conti
32,Italy,32410,Italian Republican Party,194804,Il Programma del partito repubblicano per le elezioni del diciotto aprile 1946
32,Italy,32410,Italian Republican Party,195306,Estimate
32,Italy,32410,Italian Republican Party,195805,Per uno stato moderno e democratico. Una politica per la terza legislatura. Il programma del P.R.I.
32,Italy,32410,Italian Republican Party,196304,Programma elettorale del P.R.I.
32,Italy,32410,Italian Republican Party,196805,La conferenza stampa di La Malfa a Tribuna Elettorale
32,Italy,32410,Italian Republican Party,197205,Il documento programmatico approvato dal Consiglio Nazionale repubblicano
32,Italy,32410,Italian Republican Party,197606,PRI
32,Italy,32410,Italian Republican Party,197906,I repubblicani verso gli anni ottanta. Il programma. [Quotidiano del Partito Repubblicano Italiano]
32,Italy,32410,Italian Republican Party,198306,Trenta punti per una legislatura. Il Programma repubblicano
32,Italy,32410,Italian Republican Party,198706,La garanzia del PRI per l’Italia do domani. I documenti della voce per la campagna elettorale. Maggio-giugno 1987
32,Italy,32410,Italian Republican Party,199204,Elezioni politiche 1992. Per un'Italia nuova
32,Italy,32420,Italian Liberal Party,194606,La ricostruzione dello Stato nel Programma dell’Unione Democratica
32,Italy,32420,Italian Liberal Party,194804,Vota Blocco Nazionale. I programmi concreti
32,Italy,32420,Italian Liberal Party,195306,Villabruna apre a Torino la campagna elettorale
32,Italy,32420,Italian Liberal Party,195805,Il Partito liberale di fronte agli elettori: Lineamenti di un programma
32,Italy,32420,Italian Liberal Party,196304,Democrazia Industriale’ di Valerio Zanone
32,Italy,32420,Italian Liberal Party,196805,Azione e Programma Liberale
32,Italy,32420,Italian Liberal Party,197205,Il PLI agli elettori
32,Italy,32420,Italian Liberal Party,197606,Partito Liberale Italiano
32,Italy,32420,Italian Liberal Party,197906,Appello Politico e programma elettorale. Elezioni politiche 3 giugno 1979. L'Italia dei liberali nell'Europa democratica.
32,Italy,32420,Italian Liberal Party,198306,Manifesto e Programma Elettorale del PLI. 26 June 1983
32,Italy,32420,Italian Liberal Party,198706,Il manifesto 1987
32,Italy,32420,Italian Liberal Party,199204,Elezioni 1992. Dateci la forza per cambiare le cose
32,Italy,32421,Daisy - Democracy is Freedom,200105,"Rinnoviamo l’Italia, insieme. Il programma dell'Ulivo per il governo 2001/2006 presentato da Francesco Rutelli [Joint programme of Ulivo (Olive Tree) 32329]"
32,Italy,32440,Democratic Party,200804,Adesso una Italia nuova. Si può fare.
32,Italy,32440,Democratic Party,201302,L'Italia giusta. Programa
32,Italy,32440,Democratic Party,201803,"Più forte, più giusta. L’Italia."
32,Italy,32450,Democratic Centre,201302,Costruiami insieme. Il giorno migliore
32,Italy,32451,More Europe,201803,Il programma di Europa
32,Italy,32460,Civic Choice,201302,"Cambiare l'Italia, riformare l'Europa. Un agenda per un impegno comune. Primo contributo ad una riflessione aperta"
32,Italy,32520,Christian Democrats,194606,Manifesto della Democrazia Cristiana. Per il referendum istituzionale e per l’assemblea costituente
32,Italy,32520,Christian Democrats,194804,Appello della DemocraZia Cristiana al Paese. 4 March 1948
32,Italy,32520,Christian Democrats,195306,"Appello della Direzione D.C. al Paese per le elezioni politiche, 1 Maggio 1953"
32,Italy,32520,Christian Democrats,195805,Programma della Democrazia Cristiana per il quinquennio 1958-1963
32,Italy,32520,Christian Democrats,196304,Programma elettorale della Democrazia Cristiana per la IV Legislatura
32,Italy,32520,Christian Democrats,196805,Il programma della D.C. al servizio del Paese
32,Italy,32520,Christian Democrats,197205,Gli impegni programmatici della Democrazia Cristiana
32,Italy,32520,Christian Democrats,197606,Il programma della Democrazia Cristiana
32,Italy,32520,Christian Democrats,197906,L’appello all’elettorato: la DC chiede maggiori consensi per una Italia libera e stabil
32,Italy,32520,Christian Democrats,198306,Il Popolo Presentato ieri dalla DC Elezioni '83. Un programma per garantire lo sviluppo.
32,Italy,32520,Christian Democrats,198706,Libertas. Un programma per l’Italia. Elezioni politiche 14-15 giugno 1987
32,Italy,32520,Christian Democrats,199204,"Un programma per l’Italia verso l’Europa. Prima l’Italia. Libertas, fai vincere il tuo futuro"
32,Italy,32520,Italian Popular Party,199403,Un programma per gli italiani
32,Italy,32520,Italian Popular Party,199604,Il programma per le elezioni del 21 aprile. L’adesione del PPI al programma dell’Ulivo
32,Italy,32521,Christian Democratic Centre,199604,Punti di programma del Centro Cristiano Democratico. Febbraio 1996
32,Italy,32522,White Flower,200105,Piano di governo per un'intera legislatura. Polo delle Liberta [Joint programme of Casa delle Libertá (House of Freedom) 32629]
32,Italy,32528,Pact for Italy,199403,Il Programma del Patto
32,Italy,32529,Democratic Alliance,199403,Alleanza Democratica per la ricostruzione dell l’Italia
32,Italy,32529,Democratic Alliance,199604,L’orizzonte del nostro programma per riconstruire l’Italia
32,Italy,32530,Union for Christian and Center Democrats,200604,Elezioni della camera dei deputati del 9-10 aprile 2006 [Joint programme of Casa delle Libertà (House of Freedom) 32629]
32,Italy,32530,Union of the Center,200804,Programma
32,Italy,32530,Union of the Center,201302,Unione di Centro. Manifesto per una nuova Italia
32,Italy,32610,Go Italy,199403,Forza Italia
32,Italy,32610,Go Italy,199604,Forza Italia. Contratto con gli Italiani: Ecco il nostro impegno di governo
32,Italy,32610,Go Italy,200105,Piano di governo per un'intera legislatura. Polo delle Liberta [Joint programme of Casa delle Libertá (House of Freedom) 32629]
32,Italy,32610,Go Italy,200604,Elezioni della camera dei deputati del 9-10 aprile 2006 [Joint programme of Casa delle Libertà (House of Freedom) 32629]
32,Italy,32610,Go Italy,201803,Un programma per l’Italia. I nostri 10 punti
32,Italy,32611,New Italian Socialist Party,200105,Piano di governo per un'intera legislatura. Polo delle Liberta [Joint programme of Casa delle Libertá (House of Freedom) 32629]
32,Italy,32611,New Italian Socialist Party,200604,Elezioni della camera dei deputati del 9-10 aprile 2006 [Joint programme of Casa delle Libertà (House of Freedom) 32629]
32,Italy,32629,House of Freedom,200105,Piano di governo per un'intera legislatura. Polo delle Liberta [Joint programme of Casa delle Libertá (House of Freedom) 32629]
32,Italy,32629,House of Freedom,200604,Elezioni della camera dei deputati del 9-10 aprile 2006 [Joint programme of Casa delle Libertà (House of Freedom) 32629]
32,Italy,32630,Brothers of Italy - National Centre-right,201302,Le sfide per l’Italia
32,Italy,32630,Brothers of Italy,201803,Il manifesto dei patrioti in 15 priorità
32,Italy,32640,Labour and Freedom List,201302,Il programma
32,Italy,32710,Italian Social Movement,194804,Noi e gli Altri
32,Italy,32710,Italian Social Movement,195306,Programma per le Elezioni Politiche 1953
32,Italy,32710,Italian Social Movement,195805,Movimento Sociale Italiano. Lineamenti del Programma elettorale del MSI
32,Italy,32710,Italian Social Movement,196304,La Battaglia nazionale contro il centro-sinistra illustrata da Michelini alla Tribuna elettorale
32,Italy,32710,Italian Social Movement,196805,Manifesto del Movimento Sociale. Per non svegliarsi comunisti
32,Italy,32710,Italian Social Movement-National Right,197205,I programmi della destra nazionale
32,Italy,32710,Italian Social Movement-National Right,197606,MSI-DN
32,Italy,32710,Italian Social Movement-National Right,197906,Elezioni 1979. Il Programma del MSI-DN
32,Italy,32710,Italian Social Movement-National Right,198306,Movimento Sociale Italiano - Destra Nazionale
32,Italy,32710,Italian Social Movement-National Right,198706,"Stato, nazione, lavore, libertà per la nuova repubblica degli italiani"
32,Italy,32710,Italian Social Movement-National Right,199204,Ogni Voto una Picconata
32,Italy,32710,National Alliance,199403,Il programma delle destra di governo
32,Italy,32710,National Alliance,199604,"Pensiamo l’Italia: il domani c'è già. Valori, idee e progretti per l'Alleanza Nazionale"
32,Italy,32710,National Alliance,200105,Piano di governo per un'intera legislatura. Polo delle Liberta [Joint programme of Casa delle Libertá (House of Freedom) 32629]
32,Italy,32710,National Alliance,200604,Elezioni della camera dei deputati del 9-10 aprile 2006 [Joint programme of Casa delle Libertà (House of Freedom) 32629]
32,Italy,32720,Northern League,199204,Estimate
32,Italy,32720,Northern League,199403,Sintesi del programma elettorale per le elezioni politiche ‘94
32,Italy,32720,Northern League,199604,Programma elettorale per la padania. Elezioni politiche del 21 aprile 1996
32,Italy,32720,Northern League,200105,Piano di governo per un'intera legislatura. Polo delle Liberta [Joint programme of Casa delle Libertá (House of Freedom) 32629]
32,Italy,32720,Northern League,200604,Elezioni della camera dei deputati del 9-10 aprile 2006 [Joint programme of Casa delle Libertà (House of Freedom) 32629]
32,Italy,32720,Northern League,200804,"La Forza del Nord passa dal tuo voto, ora tocca a te"
32,Italy,32720,Northern League,201302,Programma elezioni politiche 24/25 Febbraio. Noi ci impegniamo a promuovere e realizzare entro la XVII legislatura i seguenti punti programmatici
32,Italy,32720,League,201803,La rivoluzione del buonsenso
32,Italy,32901,European Democracy,200105,Orientamenti strategici e di valore
32,Italy,32902,List Di Pietro - Italy of Values,200105,Si riparte dai cittadini. Elezioni politiche 2001. Italia die Valori. Programma
32,Italy,32902,List Di Pietro - Italy of Values,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32902,List Di Pietro - Italy of Values,200804,Programma elettorale. Italia dei Valori
32,Italy,32903,Autonomy Liberty Democracy Aosta Valley,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32904,South Tyrolean People’s Party,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32904,South Tyrolean People’s Party,201302,"Südtirol! Gutes bewahren. Neues wagen. Das Programm der Sudtiroler Volkspartei. Landtagswahl 2013 [Manifesto for the regional elections, no extra manifesto for national elections was published]"
32,Italy,32906,Autonomy Progress Federalism Aosta Valley,201302,Elezioni politiche 2013. La Vallée d’Aoste avant tout : Il decalogo degli impegni per il futuro della nostra Regione
32,Italy,32951,The Network/Movement for Democracy,199204,Estimate
32,Italy,32951,The Network/Movement for Democracy,199403,La Rete. Le ragioni di un voto
32,Italy,32952,Italy in the World,200604,Elezioni della camera dei deputati del 9-10 aprile 2006 [Joint programme of Casa delle Libertà (House of Freedom) 32629]
32,Italy,32953,Popular Democratic Union for Europe,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32955,The Union – Prodi,200604,Per il bene dell’Italia programm di governo 2006/2011 [Joint programme of L’Unione 32955]
32,Italy,32956,Five Star Movement,201302,Programma. Stato e cittadini energia informazione economia trasporti salute istruzione
32,Italy,32956,Five Star Movement,201803,Programma affari costituzionali Movimento 5 Stelle
33,Spain,33020,Popular Unity,201512,Por un Nuevo País. Programa participativo Generales 2015
33,Spain,33025,United We Can,201606,Cambiar España: 50 pasos para gobernar juntos
33,Spain,33091,Future Yes,201111,Programa electoral elecciones generales 2011
33,Spain,33092,Amaiur,201111,Bozkatu vota amaiur
33,Spain,33093,Commitment-Q,201111,Programa elecciones generales 2011
33,Spain,33095,Basque Country Unite,201512,Súmate a decidir. Elecciones al Senado y al Congreso 2015
33,Spain,33095,Basque Country Unite,201606,Vamos a crear oportunidades
33,Spain,33095,Basque Country Unite,201904,Compromiso político de EH Bildu
33,Spain,33095,Basque Country Unite,201911,Erabaki baietz! Compromiso político de Ehbildu
33,Spain,33096,In Common We Can,201512,Programa electoral
33,Spain,33096,In Common We Can,201606,Programa electoral elecciones generals 26 Juny 2016
33,Spain,33097,In Tide,201512,20 Ideas para o cambio que transformará Galicia
33,Spain,33097,In Tide,201606,"En marea, o cambio non hai quen o pare. 20 Ideas para o combio que transformará Galicia."
33,Spain,33098,Commitment-We can-It is time,201512,1000 Propostes per al canvi. Programa eleccions generals 2015
33,Spain,33098,Valencian style,201606,1000 Propostes per al canvi. Programa eleccions generals 2016
33,Spain,33099,Democracy and Freedom,201512,Programa electoral. Farem possible el teu sí.
33,Spain,33210,We can,201512,"Queremos, sabemos, podemos. Un programa para cambiar nuestro país"
33,Spain,33210,We can,201606,Podemos. 26J
33,Spain,33210,We can,201904,Programa de podemos para un nuevo país
33,Spain,33210,We can,201911,Programa de podemos. Las razones siguen intactas
33,Spain,33220,Communist Party of Spain,197706,Document missing
33,Spain,33220,Communist Party of Spain,197903,Programa Electoral del Partido Comunista de España
33,Spain,33220,Communist Party of Spain,198210,Programa electoral del Partido comunista de España
33,Spain,33220,United Left,198606,Programa Electoral de Izquierda Unida
33,Spain,33220,United Left,198910,Somos la Alternativa
33,Spain,33220,United Left,199306,‘iu-si’. Programa electoral legislativas ‘93
33,Spain,33220,United Left,199603,Programa elecciones generales‘96
33,Spain,33220,United Left,200003,Somos necesarios. Programa elecciones generales 2000
33,Spain,33220,United Left,200403,Nuestro programa
33,Spain,33220,United Left,200803,Más izquerida. Programa electoral elecciones generales. Marzo 2008
33,Spain,33220,United Left,201111,Propuestas electorales Izquierda unida elecciones 2011
33,Spain,33220,United Left,201904,Programa para un país que lucha Programa para un país con futuro
33,Spain,33220,United Left,201911,Programa pira un país que lucha. Programa para un país con futuro. Programa de iu para las elecciones generales 10n 2019
33,Spain,33230,More Country - Equo,201911,Programa elecciones generales 10n. Reducido
33,Spain,33320,Spanish Socialist Workers’ Party,197706,Socialismo es Libertad - Vota PSOE
33,Spain,33320,Spanish Socialist Workers’ Party,197903,"Programa, Elecciones79"
33,Spain,33320,Spanish Socialist Workers’ Party,198210,Por el cambio
33,Spain,33320,Spanish Socialist Workers’ Party,198606,"Para seguir avanzando, por buen camino"
33,Spain,33320,Spanish Socialist Workers’ Party,198910,Programa electoral 1989 España en progreso. Partido socialista obrero español
33,Spain,33320,Spanish Socialist Workers’ Party,199306,Programa Electoral 1993
33,Spain,33320,Spanish Socialist Workers’ Party,199603,España en positivo
33,Spain,33320,Spanish Socialist Workers’ Party,200003,Programa electoral 2000. Elecciones generales
33,Spain,33320,Spanish Socialist Workers’ Party,200403,‘Zapatero Presidente. Merecemos una España mejor. Soluciones ahora. Programa electoral. Elecciones generales 2004.
33,Spain,33320,Spanish Socialist Workers’ Party,200803,Motivos para creer. Programa electoral. Elecciones generales 2008
33,Spain,33320,Spanish Socialist Workers’ Party,201111,Programa electoral elecciones generales 2011
33,Spain,33320,Spanish Socialist Workers’ Party,201512,El cambio que une. Programa electoral elecciones generales 2015
33,Spain,33320,Spanish Socialist Workers’ Party,201606,Sí. Un sí por el cambio. Programa electoral elecciones generales 2016
33,Spain,33320,Spanish Socialist Workers’ Party,201904,Programa electoral PSOE
33,Spain,33320,Spanish Socialist Workers’ Party,201911,"Ahora, progreso."
33,Spain,33420,Citizens - Party of the Citizens,201512,El nuevo proyecto común para España. Programa electoral elecciones generales 2015
33,Spain,33420,Citizens - Party of the Citizens,201606,350 soluciones para cambiar España. A mejor. Programa de Gobierno de Ciudadanos
33,Spain,33420,Citizens - Party of the Citizens,201904,Nuestro compromiso con los españoles. Elecciones generales 28-A.
33,Spain,33420,Citizens - Party of the Citizens,201911,Un gran acuerdo nacional para poner españa en marcha. Programa electoral. Elecciones generales 2019 - 10n
33,Spain,33430,Union of the Democratic Centre/Centrist Bloc,197706,Manual para veintidós millones de electores
33,Spain,33430,Union of the Democratic Centre/Centrist Bloc,197903,"Programa electoral de UCD, Elecciones/79"
33,Spain,33430,Union of the Democratic Centre/Centrist Bloc,198210,Programa electoral de UCD
33,Spain,33438,Popular Democratic Party,198210,"Taken from 1979 Joint programme of CD Coalición Democratica (Democratic Coalition), alliance including AP 33610 and PDP 33438: ‘Porque las cosas no están centradas... ¡Ahora! Vota Coalición Democrática (CD)’"
33,Spain,33438,Popular Democratic Party,198606,"Joint programme of CP Coalición Popular (Popular Coalition), alliance including AP 22610, PDP 33438, and PL 33439: ‘Programa de Gobierno’"
33,Spain,33439,Liberal Party,198606,"Joint programme of CP Coalición Popular (Popular Coalition), alliance including AP 22610, PDP 33438, and PL 33439: ‘Programa de Gobierno’"
33,Spain,33440,"Union, Progress and Democracy",201111,Elecciones generales 2011. Programa electoral
33,Spain,33512,Centre Democrats,198210,"Programa electoral, Octubre 1982"
33,Spain,33512,Centre Democrats,198606,Programa electoral del Centro Democrático y Social Elecciones Generales Junio 1986
33,Spain,33512,Centre Democrats,198910,"Programa electoral, Elecciones Generales, Octubre 1989"
33,Spain,33512,Centre Democrats,199306,Ahora más que nunca. El Centro es necesario
33,Spain,33610,Popular Alliance,197706,Estimate
33,Spain,33610,Popular Alliance,197903,"Joint programme of CD Coalición Democratica (Democratic Coalition), alliance including AP 33610 and PDP 33438: ‘Porque las cosas no están centradas... ¡Ahora! Vota Coalición Democrática (CD)’"
33,Spain,33610,Popular Alliance,198210,Soluciones para España
33,Spain,33610,Popular Alliance,198606,Esto tiene arreglo
33,Spain,33610,People's Party,198910,El proyecto Popular’. Todo lo que el Partido Popular va a cambiar
33,Spain,33610,People's Party,199306,Ahora. Programa de Gobierno para todos
33,Spain,33610,People's Party,199603,Con la nueva mayoría
33,Spain,33610,People's Party,200003,El compromiso del centro
33,Spain,33610,People's Party,200403,Avanzamos Juntos. Programa de Gobierno del Partido Popular
33,Spain,33610,People's Party,200803,Las ideas claras. Con Rajoy es posible
33,Spain,33610,People's Party,201111,Programa electoral Partido Popular 2011
33,Spain,33610,People's Party,201512,Seguir avanzando. 2016-2020 Programa electoral para las elecciones generales de 2015
33,Spain,33610,People's Party,201606,Seguir avanzando 2016-2020. Programa electoral para las elecciones generales de 2016
33,Spain,33610,People's Party,201904,"Elecciones generales, autonomicas y municipaleses"
33,Spain,33610,People's Party,201911,Programa electoral 2019. Por todo lo que nos une.
33,Spain,33611,Convergence and Union,197903,Estimate
33,Spain,33611,Convergence and Union,198210,Anar per feina a Madrid. Què farem? Les 104 propostes de Convergència i Unió per a modernitzar l’Estat.
33,Spain,33611,Convergence and Union,198606,Un Aire Nou Al Govern! El Nostre Programa - Convergència i Unió
33,Spain,33611,Convergence and Union,198910,‘Un Programa Amb Força’. Convergència i Unió – L’únic Group Parlamentari Català a Madrid
33,Spain,33611,Convergence and Union,199306,Programa Electoral de Convergéncia i Unio
33,Spain,33611,Convergence and Union,199603,Para que Catalunya sea clave
33,Spain,33611,Convergence and Union,200003,La força positiva
33,Spain,33611,Convergence and Union,200403,Proposta de programa electoral per a les eleccions a les corts generals 2004
33,Spain,33611,Convergence and Union,200803,El nostre primer compromís és Catalunya
33,Spain,33611,Convergence and Union,201111,PROGRAMA ELECTORAL DE CONVERGÈNCIA I UNIÓ
33,Spain,33612,Forum Asturias,201111,"MÁS FORO, MEJOR ESPAÑA"
33,Spain,33710,Voice,201904,100 medidas para la España Viva
33,Spain,33710,Voice,201911,100 medidas para Ia España Viva
33,Spain,33901,Basque Left,197706,Estimate
33,Spain,33901,Basque Left,197903,Estimate
33,Spain,33901,Basque Left,198210,Estimate
33,Spain,33901,Basque Left,198606,La fuerza de la Razón
33,Spain,33901,Basque Left,198910,Estimate
33,Spain,33902,Basque Nationalist Party,197706,Document missing
33,Spain,33902,Basque Nationalist Party,197903,Programa Electoral del Partido Nacionalista Vasco
33,Spain,33902,Basque Nationalist Party,198210,Programa Cortes Generales
33,Spain,33902,Basque Nationalist Party,198606,Un Programa para tener más fuerza y más Presencia
33,Spain,33902,Basque Nationalist Party,198910,Es el momento de Euzkadi.
33,Spain,33902,Basque Nationalist Party,199306,Por una Euzkadi mejor
33,Spain,33902,Basque Nationalist Party,199603,Han eta hemen
33,Spain,33902,Basque Nationalist Party,200003,Decide tú
33,Spain,33902,Basque Nationalist Party,200403,Programa EAJ-PNV. Eleccciones Generales
33,Spain,33902,Basque Nationalist Party,200803,"yo vivo en euskadi. tú, ¿dónde vives?"
33,Spain,33902,Basque Nationalist Party,201111,EUSKADI PUEDE
33,Spain,33902,Basque Nationalist Party,201512,Euskadi es lo que importa. Programa EAJ-PNV Elecciones Generales 2015
33,Spain,33902,Basque Nationalist Party,201606,Lehenik Euskadi es lo que importa. Programa EAJ-PNV elecciones generales 2016
