country,countryname,party,partyname,date,title
51,United Kingdom,51420,Liberal Party,198706,Joint programme of The Liberal/SDP Alliance: Britain United ‘The Time Has Come’
51,United Kingdom,51421,Liberal Democrats,199204,Changing Britain for Good
51,United Kingdom,51421,Liberal Democrats,199705,Make the Difference
51,United Kingdom,51421,Liberal Democrats,200106,"Freedom, justice, honesty"
51,United Kingdom,51421,Liberal Democrats,200505,The real alternative
51,United Kingdom,51421,Liberal Democrats,201005,Change that works for you - building a fairer Britain
51,United Kingdom,51421,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.
51,United Kingdom,51421,Liberal Democrats,201706,Change Britain´s future. Liberal Democrat manifesto 2017
51,United Kingdom,51421,Liberal Democrats,201912,Stop Brexit build a brighter future
51,United Kingdom,51430,Alliance Party of Northern Ireland,201912,Demand better.
51,United Kingdom,51620,Conservative Party,194507,Mr Churchill's declaration of policy to the electors
51,United Kingdom,51620,Conservative Party,195002,This is the road: the Conservative and Unionist Party’s policy
51,United Kingdom,51620,Conservative Party,195110,The manifesto of the Conservative and Unionist Party
51,United Kingdom,51620,Conservative Party,195505,"United for peace and progress, the Conservative and Unionist Party’s policy"
51,United Kingdom,51620,Conservative Party,195910,"The next five years, the Conservative and Unionist Party’s policy"
51,United Kingdom,51620,Conservative Party,196410,"‘Prosperity with a Purpose’, Conservative and Unionist Party’s Policy"
51,United Kingdom,51620,Conservative Party,196603,Action not Words: New Conservative Programme
51,United Kingdom,51620,Conservative Party,197006,A Better Tomorrow
51,United Kingdom,51620,Conservative Party,197402,Firm Action for a Fair Britain
51,United Kingdom,51620,Conservative Party,197410,Putting Britain First
51,United Kingdom,51620,Conservative Party,197905,"The Conservative Manifesto 1979,"
51,United Kingdom,51620,Conservative Party,198306,The challenge of our times
51,United Kingdom,51620,Conservative Party,198706,The next moves forward
51,United Kingdom,51620,Conservative Party,199204,The best future for Britain
51,United Kingdom,51620,Conservative Party,199705,You can only be sure with the Conservatives
51,United Kingdom,51620,Conservative Party,200106,Time for common sense
51,United Kingdom,51620,Conservative Party,200505,Are you thinking what we’re thinking? It’s time for action. The Conservative Party manifesto
51,United Kingdom,51620,Conservative Party,201005,Invitation to join the government of Britain
51,United Kingdom,51620,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party manifesto 2015"
51,United Kingdom,51620,Conservative Party,201706,"Forward, together. Our plan for a stronger Britain and a prosperous future. The Conservative and Unionist Party manifesto 2017"
51,United Kingdom,51620,Conservative Party,201912,Get Brexit done. Unleash Britain's potential
51,United Kingdom,51621,Ulster Unionist Party,199204,Estimate
51,United Kingdom,51621,Ulster Unionist Party,199705,Estimate
51,United Kingdom,51621,Ulster Unionist Party,200106,"Don't turn back the clock, don't let them wreck it - Ulster Unionist Party manifesto 2001"
51,United Kingdom,51621,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015"
51,United Kingdom,51901,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto
51,United Kingdom,51901,The Party of Wales,201706,Tarian Cymru. Plaid Cumru. Defending Wales. Action Plan 2017
51,United Kingdom,51901,The Party of Wales,201912,"Wales, it's us"
51,United Kingdom,51902,Scottish National Party,199204,Independence in Europe - make it happen now!
51,United Kingdom,51902,Scottish National Party,199705,Yes we can win the best for Scotland
51,United Kingdom,51902,Scottish National Party,200106,Heart of the manifesto 2001
51,United Kingdom,51902,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015
51,United Kingdom,51902,Scottish National Party,201706,Stronger for Scotland. Manifesto 2017
51,United Kingdom,51902,Scottish National Party,201912,Strong for Scotland
51,United Kingdom,51903,Democratic Unionist Party,199204,Estimate
51,United Kingdom,51903,Democratic Unionist Party,199705,Estimate
51,United Kingdom,51903,Democratic Unionist Party,200106,Leadership to put things right!
51,United Kingdom,51903,Democratic Unionist Party,201505,The Northern Ireland Plan
51,United Kingdom,51903,Democratic Unionist Party,201706,Standing strong for Northern Ireland. The DUP manifesto for the 2017 Westminster election
51,United Kingdom,51903,Democratic Unionist Party,201912,Let's get the UK moving again
51,United Kingdom,51951,United Kingdom Independence Party,200106,5 Essential Freedoms.
51,United Kingdom,51951,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015
51,United Kingdom,51951,United Kingdom Independence Party,201706,Britain Together. UKIP 2017 manifesto
52,Northern Ireland,52320,Northern Ireland Labour Party,192501,Making large claims on the state - Mr. Midgley and the Boundary
52,Northern Ireland,52320,Northern Ireland Labour Party,193301,Alderman Midgley's promises to the electors
52,Northern Ireland,52320,Northern Ireland Labour Party,193802,Labour attacks government
52,Northern Ireland,52320,Northern Ireland Labour Party,194506,No title information
52,Northern Ireland,52320,Northern Ireland Labour Party,194902,Labour's message to the electors
52,Northern Ireland,52320,Northern Ireland Labour Party,195310,What Ulster Labour would do - pamphlet setting forth the party's aims
52,Northern Ireland,52320,Northern Ireland Labour Party,195803,Northern Ireland Labour Party manifesto
52,Northern Ireland,52320,Northern Ireland Labour Party,196205,Ulster Labour and the Sixties
52,Northern Ireland,52320,Northern Ireland Labour Party,196511,Election manifesto 1965 - Northern Ireland Labour Party
52,Northern Ireland,52320,Northern Ireland Labour Party,196902,Labour lists disparities with Britain
52,Northern Ireland,52620,Unionist Party,192101,To the loyalist electors of Northern Ireland
52,Northern Ireland,52620,Unionist Party,192501,A demonstration of Ulster solidarity - many avenues of progress - No further education or liquor legislation
52,Northern Ireland,52620,Unionist Party,192901,Work together and win together
52,Northern Ireland,52620,Unionist Party,193301,Lord Craigavon's message to the electors
52,Northern Ireland,52620,Unionist Party,193802,The Premier's manifesto - a bold and progressive programme
52,Northern Ireland,52620,Unionist Party,194506,Plan for prosperous Ulster - Sir Basil Brooke outlines policy
52,Northern Ireland,52620,Unionist Party,194902,A message from the Prime Minister to the people of Northern Ireland
52,Northern Ireland,52620,Unionist Party,195310,Main issue in the election - Lord Brookeborough's manifesto
52,Northern Ireland,52620,Unionist Party,195803,Ulster 'can reply to bullets by votes' - Premier's appeal to loyalists
52,Northern Ireland,52620,Unionist Party,196205,Prosperity ´only if constitution maintained'
52,Northern Ireland,52620,Unionist Party,196511,Unionist manifesto outlines 18 points - rates reform promised in five year plan
52,Northern Ireland,52620,Unionist Party,196902,Ulster crossroads. What kind of Ulster do you want? Only you the voter can decide
52,Northern Ireland,52620,Unionist Party,197307,"Peace, order and good govt."
52,Northern Ireland,52710,Nationalist Party,192101,Partition means national suicide: well-reasoned and thrilling call to arms in defence of Ireland's liberty and life
52,Northern Ireland,52710,Nationalist Party,192501,Mr. Devlin's important statement of policy - if passion and bitterness are to disappear then the predisposing causes must be removed
52,Northern Ireland,52710,Nationalist Party,192901,United attack against the government - clearly defined nationalist programme
52,Northern Ireland,52710,Nationalist Party,193802,Smash and grab' election - Mr. Campbell on government's 'purblind and stupid administration'
52,Northern Ireland,52710,Nationalist Party,194506,Election address to the electors. Falls division
52,Northern Ireland,52710,Nationalist Party,194902,Anti-partition manifesto on outstanding issue in politics
52,Northern Ireland,52710,Nationalist Party,195803,Unionist conspiracy to keep minority in subjection
52,Northern Ireland,52710,Nationalist Party,196205,Nationalist Party State Policy
52,Northern Ireland,52710,Nationalist Party,196511,Cooler elections in North hailed
52,Northern Ireland,52710,Nationalist Party,196902,15-point nationalist party manifesto
53,Ireland,53021,United Left Alliance,201102,Candidate pledge and programme for the 2011 general election
53,Ireland,53110,Green Party,198906,Estimate
53,Ireland,53110,Green Party,199211,Green perspective
53,Ireland,53110,Green Party,199706,Manifesto
53,Ireland,53110,Green Party,200205,Green Party manifesto
53,Ireland,53110,Green Party,200705,Manifesto 2007 - it's time.
53,Ireland,53110,Green Party,201102,Renewing Ireland
53,Ireland,53110,Green Party,201602,"Think ahead, act now. General Election Manifesto 2016. Prograssive, practical, and sustainable politics for the 32nd Dáil"
53,Ireland,53220,Workers’ Party,198106,Estimate
53,Ireland,53220,Workers’ Party,198202,Estimate
53,Ireland,53220,Workers’ Party,198211,Workers unite!
53,Ireland,53220,Workers’ Party,198702,No job? Over taxed? Welfare cut? Forced to emigrate? Fight back with the Workers’ Party
53,Ireland,53220,Workers’ Party,198906,The socialist alternative
53,Ireland,53221,Democratic Left Party,199211,A programme for change and progress
53,Ireland,53221,Democratic Left Party,199706,Make the future work
53,Ireland,53230,Socialist Party,201102,Socialist Party Election Manifesto
53,Ireland,53231,People Before Profit,201602,Share the wealth: An alternative vision for Ireland
53,Ireland,53240,Anti-Austerity Alliance,201602,Real change. Not spare change. General elections 2016
53,Ireland,53250,Workers and Unemployment Action,201602,"The team You can trust. Working in the community, working for the community"
53,Ireland,53320,Labour Party,194802,"Party Leaders on their Programmes, No. 4: Labour"
53,Ireland,53320,Labour Party,195105,General Election 1951 - Labour Party Manifesto Labour’s Way to Achieve Prosperity and Security
53,Ireland,53320,Labour Party,195405,"More for social services, pensions"
53,Ireland,53320,Labour Party,195703,General Election 1957. Labour Party Election Programme
53,Ireland,53320,Labour Party,196110,More Planning is Labour Aim
53,Ireland,53320,Labour Party,196504,Labour election manifesto
53,Ireland,53320,Labour Party,196906,1969 General election
53,Ireland,53320,Labour Party,197302,Joint programme of Fine Gael 53711 and Labour Party 53320: ‘Statement of Intent’
53,Ireland,53320,Labour Party,197706,"Joint programme of Fine Gael 53711 and Labour Party 53320: ‘The National Coalition Government: Achievements, Programme for Progress’"
53,Ireland,53320,Labour Party,198106,Labour ‘81: Election Programme
53,Ireland,53320,Labour Party,198202,Text of O’Leary’s statement
53,Ireland,53320,Labour Party,198211,"Where Labour stands. Jobs, equality and justice with Labour"
53,Ireland,53320,Labour Party,198702,People Matter Most
53,Ireland,53320,Labour Party,198906,"Now More than Ever! Labour’s Policy Proposals, Election ‘89"
53,Ireland,53320,Labour Party,199211,Making Ireland work. A two-part programme to put justice into economics and trust into politics
53,Ireland,53320,Labour Party,199706,Visions and challenges
53,Ireland,53320,Labour Party,200205,Labour Party
53,Ireland,53320,Labour Party,200705,The fair society - Labour manifesto 2007
53,Ireland,53320,Labour Party,201102,"One Ireland - jobs, reform, fairness"
53,Ireland,53320,Labour Party,201602,Standing up for Ireland´s future. Labour Manifesto 2016
53,Ireland,53321,Social Democrats,201602,Building a better future 2016-2026
53,Ireland,53420,Progressive Democrats,198702,"A nation that works. Progressive Democrats blueprint for jobs, fair taxation and social justice"
53,Ireland,53420,Progressive Democrats,198906,Putting People First. Forcing Real Change
53,Ireland,53420,Progressive Democrats,199211,Getting the nation working
53,Ireland,53420,Progressive Democrats,199706,A new deal. Manifesto ‘97
53,Ireland,53420,Progressive Democrats,200205,Value for Your Vote
53,Ireland,53420,Progressive Democrats,200705,From good to great - continuing Ireland's radical transformation
53,Ireland,53520,Family of the Irish,194802,"Party Leaders on their Programmes’, No. 3: Fine Gael"
53,Ireland,53520,Family of the Irish,195105,Election leaflet for Dun Laoghaire Rathdown constituency
53,Ireland,53520,Family of the Irish,195405,Costello gives 13 principles
53,Ireland,53520,Family of the Irish,195703,Taoiseach gives 16 Reasons for Supporting Fine Gael
53,Ireland,53520,Family of the Irish,196110,What Fine Gael stands for
53,Ireland,53520,Family of the Irish,196504,Fine Gael Policy 1965: ‘Towards a Just Society
53,Ireland,53520,Family of the Irish,196906,Winning through to a just society
53,Ireland,53520,Family of the Irish,197302,"Joint programme of Fine Gael 53711 and Labour Party 53320: ‘Statement of Intent’. Dublin: Fine Gael and the Labour Party, 1973"
53,Ireland,53520,Family of the Irish,197706,"Joint programme of Fine Gael 53711 and Labour Party 53320: ‘The National Coalition Government: Achievements, Programme for Progress’. Dublin: Fine Gael and the Labour Party, 1977"
53,Ireland,53520,Family of the Irish,198106,A Better Future: Let the Country Win
53,Ireland,53520,Family of the Irish,198202,"Speech by the Taoiseach, Dr. Garret Fitzgerald, to Galway Chamber of Commerce at their annual dinner in University College, Galway on Saturday the 30th of January 1982, at 8.30 p.m."
53,Ireland,53520,Family of the Irish,198211,Fine Gael priorities
53,Ireland,53520,Family of the Irish,198702,"a) ‘We ‘ve done the Groundwork - Now Let’s Build the Nation. Breaking out of the Vicious Circle, Election ‘87’; b) ‘Jobs - the Priority - Breaking out of the Vicious Circle’"
53,Ireland,53520,Family of the Irish,198906,Putting the country first
53,Ireland,53520,Family of the Irish,199211,Priorities for government 1992-1997. Let’s bring out the best in the country
53,Ireland,53520,Family of the Irish,199706,Securing our future. Securing a safer society
53,Ireland,53520,Family of the Irish,200205,Choosing the kind of Ireland that we want
53,Ireland,53520,Family of the Irish,200705,General election manifesto 2007
53,Ireland,53520,Family of the Irish,201102,Let's get Ireland working
53,Ireland,53520,Family of the Irish,201602,Fine Gael. General Election Manifesto 2016. Let´s keep the recovery going
53,Ireland,53620,Soldiers of Destiny,194802,"‘Party Leaders on their Programmes’, No. 1: Fianna Fáil."
53,Ireland,53620,Soldiers of Destiny,195105,To the electors of the West Galway
53,Ireland,53620,Soldiers of Destiny,195405,"Radio Broadcast by An Tanaiste, Mr. Séan Lemass, on Tuesday, 11th May, 1954’. Dublin: Fianna Fáil, 1954"
53,Ireland,53620,Soldiers of Destiny,195703,Let's go ahead again!
53,Ireland,53620,Soldiers of Destiny,196110,Taoiseach foresees change in population trend
53,Ireland,53620,Soldiers of Destiny,196504,People will back us all the way again: Taoiseach
53,Ireland,53620,Soldiers of Destiny,196906,Taoiseach Opens F.F. Election Campaign
53,Ireland,53620,Soldiers of Destiny,197302,Text of Taoiseach’s Statement
53,Ireland,53620,Soldiers of Destiny,197706,Manifesto: Action Plan for National Reconstruction
53,Ireland,53620,Soldiers of Destiny,198106,Our programme for the ‘80s
53,Ireland,53620,Soldiers of Destiny,198202,Text of Fianna Fáil election programme
53,Ireland,53620,Soldiers of Destiny,198211,"‘The great challenge lies in our population growth’, newspaper article by Charles Haughey"
53,Ireland,53620,Soldiers of Destiny,198702,The programme for national recovery
53,Ireland,53620,Soldiers of Destiny,198906,National Recovery. The Next Phase
53,Ireland,53620,Soldiers of Destiny,199211,The six point plan for national progress. We can make it happen
53,Ireland,53620,Soldiers of Destiny,199706,Fianna Fail manifesto 1997
53,Ireland,53620,Soldiers of Destiny,200205,A lot done – more to do
53,Ireland,53620,Soldiers of Destiny,200705,"Now, the next steps"
53,Ireland,53620,Soldiers of Destiny,201102,Real plan - better future
53,Ireland,53620,Soldiers of Destiny,201602,An Ireland for all. Manifesto 2016
53,Ireland,53714,Republican Party,194802,Ard-Feis 1948. Outline of Policy
53,Ireland,53714,Republican Party,195105,Estimate
53,Ireland,53714,Republican Party,195405,Estimate
53,Ireland,53714,Republican Party,195703,Estimate
53,Ireland,53714,Republican Party,196110,Estimate
53,Ireland,53714,Republican Party,196504,Estimate
53,Ireland,53810,Party of the Land,194802,Party leaders on their programmes - Clann na Talmhan
53,Ireland,53810,Party of the Land,195105,Estimate
53,Ireland,53810,Party of the Land,195405,Big force in our political life
53,Ireland,53810,Party of the Land,195703,Estimate
53,Ireland,53810,Party of the Land,196110,Estimate
53,Ireland,53951,We Ourselves,199706,Document missing
53,Ireland,53951,We Ourselves,200205,Building an Ireland of equals
53,Ireland,53951,We Ourselves,200705,Others promise - we deliver
53,Ireland,53951,We Ourselves,201102,There is a better way
53,Ireland,53951,We Ourselves,201602,For a fair recovery. Níos fearr le Sinn Féin. Sinn Féin Manifesto General Election 2016
53,Ireland,53981,Independent Alliance,201602,Independent Alliance. Charter for Government 2016
54,Malta,54320,Labour Party,199610,Viżjoni Għal Malta Moderna
54,Malta,54320,Labour Party,199809,Valurisodi Viżjoni Moderna
54,Malta,54620,Nationalist Party,199610,PN Futur
54,Malta,54620,Nationalist Party,199809,Ġid. Fiduċja. Direzzjoni
55,Cyprus,55110,Ecological and Environmental Movement,200605,Θεσεισ βουλευτικων εκλογων 2006
55,Cyprus,55110,Ecological and Environmental Movement,201105,Θεσεισ βουλευτικων εκλογων 2011
55,Cyprus,55110,Movement of Ecologists - Citizens' Cooperation,201605,ΘΕΣΕΙΣ ΒΟΥΛΕΥΤΙΚΩΝ ΕΚΛΟΓΩΝ 2016 (Positions for the 2016 Parliamentary Election)
55,Cyprus,55321,Progressive Party of the Working People,199605,To Give Hope Again
55,Cyprus,55321,Progressive Party of the Working People,200105,Propositions for Modernization
55,Cyprus,55321,Progressive Party of the Working People,200605,ΒΟΥΛΕΥΤΙΚΕΣ ΕΚΛΟΓΕΣ 2006 Πρόγραμμα του ΑΚΕΛ Αριστερά Νέες Δυνάμεις
55,Cyprus,55321,Progressive Party of the Working People,201105,Για το μελλον τησ κυπρου-για την κυπρο του μελλοντοσ [Election leaflets]
55,Cyprus,55321,Progressive Party of the Working People,201605,ΜΠΟΡΕΙΣ ΝΑ ΚΑΝΕΙΣ ΤΗ ΔΙΑΦΟΡΑ [Election leaflets and press releases selected by the party to represent its position in the absence of a manifesto] (You can make the difference)
55,Cyprus,55322,United Democratic Union of Center,199605,ΠΡΟΓΡΑΜΜΑΤΙΚΕΣ ΘΕΣΕΙΣ ΤΟΥ ΣΟΣΙΑΛΙΣΤΙΚΟΥ ΚΟΜΜΑΤΟΣ ΕΔΕΚ φτάνει πια Υπάρχει Λύση Σ.Κ. ΕΔΕΚ
55,Cyprus,55322,Social Democrats' Movement,200105,Take your Positions
55,Cyprus,55322,Social Democrats' Movement,200605,Προγραμματικεζ θεσειζ βουλευτικεζ εκλογεζ εδεκ κινημα σοσιαλδημοκρατων.
55,Cyprus,55322,Social Democrats' Movement,201105,EΔΕΚ δυνατή Κύπρος δυνατή [Election leaflets]
55,Cyprus,55322,Social Democrats' Movement,201605,ΚΥΠΡΙΑΚΗ ΔΗΜΟΚΡΑΤΙΑ: ΥΠΕΡΑΣΠΙΖΟΜΑΣΤΕ ΤΗ ΣΥΝΕΧΕΙΑ ΤΗΣ-ΜΑΖΙ ΓΙΑ ΟΣΑ ΜΑΣ ΕΝΩΝΟΥΝ [Election leaflets] (Republic of Cyprus: We safeguard its existence - Together for everything that unites us)
55,Cyprus,55340,Citizens' Alliance,201605,ΩΡΑ ΝΑ ΣΤΑΘΟΥΜΕ ΣΤΑ ΠΟΔΙΑ ΜΑΣ-ΜΠΟΡΟΥΜΕ [Press releases selected by the party] (Time to stand on our own two feet - We can)
55,Cyprus,55421,Liberal Party,199605,Where the Thruth Dares
55,Cyprus,55422,Democratic Party,199605,Political Programme
55,Cyprus,55422,Democratic Party,200105,"Propositions of Responsibility, with the Human at the Centre, for Quality of Life, Security, Development, Participation"
55,Cyprus,55422,Democratic Party,200605,Βουλευτικές Εκλογές Μάη 2006 ΠΟΛΙΤΙΚΗ ΔΙΑΚΗΡΥΞΗ [Election proclamation]
55,Cyprus,55422,Democratic Party,201105,Δυναμη ευθυνησ-δυναμη προοπτικησ
55,Cyprus,55422,Democratic Party,201605,Η ΚΎΠΡΟΣ ΜΠΡΟΣΤΑ-ΚΟΙΝΩΝΙΚΉ ΣΥΜΦΩΝΊΑ (Cyprus moving ahead - Social Agreement)
55,Cyprus,55423,Free Democrats Movement,199605,Programmatic Positions
55,Cyprus,55430,European Party,200605,Πανω απο ολα η κυπροσ
55,Cyprus,55430,European Party,201105,ΑΛΛΑΓΗ ΤΩΡΑ ΕΥΡΩΠΑΪΚΟ ΚΟΜΜΑ-Η ΔΙΚΗ ΣΟΥ ΦΩΝΗ
55,Cyprus,55610,Solidarity Movement,201605,ΜΕ ΑΛΛΗΛΕΓΓΥΗ ΜΠΟΡΟΥΜΕ [Founding declaration] (With solidarity we can)
55,Cyprus,55711,Democratic Coalition,199605,Policy Propositions
55,Cyprus,55711,Democratic Coalition,200105,"Alltogether for Cyprus, Alltogether for Europe"
55,Cyprus,55711,Democratic Coalition,200605,Περναμε μπροστα
55,Cyprus,55711,Democratic Coalition,201105,ΒΟΥΛΕΥΤΙΚΕΣ ΕΚΛΟΓΕΣ 2011. Ενώνουμε δυνάμεις στην κοινωνία στην οικονομία [Election leaflet]
55,Cyprus,55711,Democratic Coalition,201605,ΣΤΑΘΕΡΗ ΠΡΟΟΠΤΙΚΗ [Campaign speeches] (Stable prospect)
55,Cyprus,55720,National Popular Front,201605,ΔΕΝ ΕΙΝΑΙ ΟΛΟΙ ΙΔΙΟΙ: ΠΙΣΤΕΥΩ-ΨΗΦΙΖΩ ΕΛΑΜ-ΜΗΝ ΤΟΥΣ ΧΑΡΙΣΕΙΣ ΤΟ ΜΕΛΛΟΝ ΣΟΥ [Election leaflets]
61,United States,61320,Democratic Party,192011,Democratic Platform of 1920
61,United States,61320,Democratic Party,192411,Democratic Platform of 1924
61,United States,61320,Democratic Party,192811,Democratic Platform for 1928
61,United States,61320,Democratic Party,193211,Democratic Platform for 1932
61,United States,61320,Democratic Party,193611,Democratic Platform of 1936
61,United States,61320,Democratic Party,194011,Democratic Platform of 1940
61,United States,61320,Democratic Party,194411,Democratic Platform of 1944
61,United States,61320,Democratic Party,194811,Democratic Party Platform 1948
61,United States,61320,Democratic Party,195211,Democratic Party Platform of 1952
61,United States,61320,Democratic Party,195611,Democratic Platform 1956
61,United States,61320,Democratic Party,196011,Democratic Party Platform 1960
61,United States,61320,Democratic Party,196411,Democratic Party Platform 1964
61,United States,61320,Democratic Party,196811,Democratic Party Platform 1968
61,United States,61320,Democratic Party,197211,Democratic Party Platform 1972
61,United States,61320,Democratic Party,197611,Democratic Party Platform 1976
61,United States,61320,Democratic Party,198011,Democratic Party Platform 1980
61,United States,61320,Democratic Party,198411,1984 Democratic platform
61,United States,61320,Democratic Party,198811,The 1988 Democratic national platform
61,United States,61320,Democratic Party,199211,Party statement of policies mirrors Clinton’s goals
61,United States,61320,Democratic Party,199611,1996 Democratic national platform
61,United States,61320,Democratic Party,200011,"The 2000 Democratic National Platform: Prosperity, Progress, and Peace"
61,United States,61320,Democratic Party,200411,"Strong at Home, Respected in the World. The Democratic Platform for America"
61,United States,61320,Democratic Party,200811,The 2008 Democratic National Platform. Renewing America's Promise
61,United States,61320,Democratic Party,201211,Moving America Forward. 2012 Democratic National Platform
61,United States,61320,Democratic Party,201611,2016 Democratic Party Platform
61,United States,61320,Democratic Party,202011,2020 Democratic Party platform
61,United States,61620,Republican Party,192011,Republican Platform of 1920
61,United States,61620,Republican Party,192411,Republican Platform of 1924
61,United States,61620,Republican Party,192811,Republican Platform of 1928
61,United States,61620,Republican Party,193211,Republican Platform of 1932
61,United States,61620,Republican Party,193611,Republican Platform for 1936
61,United States,61620,Republican Party,194011,Republican Platform for 1940
61,United States,61620,Republican Party,194411,Republican Platform for 1944
61,United States,61620,Republican Party,194811,Republican Party Platform of 1948
61,United States,61620,Republican Party,195211,1952 Republican Platform
61,United States,61620,Republican Party,195611,Republican Platform 1956
61,United States,61620,Republican Party,196011,Republican Party Platform 1960
61,United States,61620,Republican Party,196411,Republican Party Platform 1964
61,United States,61620,Republican Party,196811,Republican Party Platform 1968
61,United States,61620,Republican Party,197211,Republican Party Platform 1972
61,United States,61620,Republican Party,197611,Republican Party Platform 1976
61,United States,61620,Republican Party,198011,Republican Party Platform 1980
61,United States,61620,Republican Party,198411,1984 Republican platform
61,United States,61620,Republican Party,198811,An American vision. For our children and our future
61,United States,61620,Republican Party,199211,Republican Party platform 1992
61,United States,61620,Republican Party,199611,The 1996 Republican platform
61,United States,61620,Republican Party,200011,Republican Platform 2000. Renewing America’s Purpose. Together.
61,United States,61620,Republican Party,200411,2004 Republican Party Platform: A Safer World and a More Hopeful America
61,United States,61620,Republican Party,200811,2008 Republican Platform
61,United States,61620,Republican Party,201211,We believe in America. Republican Platform
61,United States,61620,Republican Party,201611,Republican Platform 2016
61,United States,61620,Republican Party,202011,Resolution regarding the Republican Party platform
61,United States,61621,La Follette Progressive Party,192411,La Follette's Platform of 1924
61,United States,61622,Progressive Party H. Wallace,194811,"Progressive Party Platform, 1948"
61,United States,61911,State’s Rights Party,194811,States' Rights Platform of 1948
62,Canada,62110,Green Party,200810,Vision Green - What kind of Canada do we want in 2020?
62,Canada,62110,Green Party,201105,Économie innovante. Collectivités dynamiques. Démocratie véritable.
62,Canada,62110,Green Party,201510,Vision Green 2015
62,Canada,62320,Cooperative Commonwealth Federation,194506,Security with victory
62,Canada,62320,Cooperative Commonwealth Federation,194906,Security for all
62,Canada,62320,Cooperative Commonwealth Federation,195308,Humanity first
62,Canada,62320,Cooperative Commonwealth Federation,195706,Winnipeg declaration of principles of the Cooperative Commonwealth Federation
62,Canada,62320,Cooperative Commonwealth Federation,195803,Campaign leaflet
62,Canada,62320,New Democratic Party,196206,"The Federal Program of the New Democratic Party, adopted by its founding convention"
62,Canada,62320,New Democratic Party,196304,Campaign leaflet
62,Canada,62320,New Democratic Party,196511,Campaign leaflet
62,Canada,62320,New Democratic Party,196806,New Democratic Party program
62,Canada,62320,New Democratic Party,197210,New Democratic Party program
62,Canada,62320,New Democratic Party,197407,A free and generous society
62,Canada,62320,New Democratic Party,197905,New Democratic ideas for working on Canada’s future
62,Canada,62320,New Democratic Party,198002,A choice for Canadians: policies of the New Democratic Party
62,Canada,62320,New Democratic Party,198409,A new Democratic future. New opportunities for Canadians like you
62,Canada,62320,New Democratic Party,198811,"‘Meeting the Challenge’, Ed Broadbent and the New Democrats speak up for average Canadians"
62,Canada,62320,New Democratic Party,199310,"Les priorité, ce sont les gens"
62,Canada,62320,New Democratic Party,199706,A framework for Canada’s future
62,Canada,62320,New Democratic Party,200011,Think How Much Better Canada Could be. The ND Commitments to Canadians
62,Canada,62320,New Democratic Party,200406,New energy. A positive choice.
62,Canada,62320,New Democratic Party,200601,Getting results for people
62,Canada,62320,New Democratic Party,200810,"A Prime Minister on your family's side, for a change."
62,Canada,62320,New Democratic Party,201105,Donner un répit à votre famille - des mesures concrètes
62,Canada,62320,New Democratic Party,201510,Building the country of our dreams
62,Canada,62420,Liberal Party of Canada,194506,News release
62,Canada,62420,Liberal Party of Canada,194906,"Resolutions adopted by the Third National Liberal Convention, Ottawa, 1948"
62,Canada,62420,Liberal Party of Canada,195308,Collection of campaign speeches by party leader
62,Canada,62420,Liberal Party of Canada,195706,Campaign speeches by the leader
62,Canada,62420,Liberal Party of Canada,195803,New statements of Liberal policy
62,Canada,62420,Liberal Party of Canada,196206,The Liberal programme
62,Canada,62420,Liberal Party of Canada,196304,The policies of the Liberal party
62,Canada,62420,Liberal Party of Canada,196511,Speakers’ notes
62,Canada,62420,Liberal Party of Canada,196806,Speakers’ notes
62,Canada,62420,Liberal Party of Canada,197210,Collection of campaign leaflets
62,Canada,62420,Liberal Party of Canada,197407,Collection of campaign leaflets
62,Canada,62420,Liberal Party of Canada,197905,Collection of campaign leaflets
62,Canada,62420,Liberal Party of Canada,198002,Collection of campaign leaflets
62,Canada,62420,Liberal Party of Canada,198409,"‘The Issues’, John Turner Speaks Out"
62,Canada,62420,Liberal Party of Canada,198811,What a Liberal government will do for you
62,Canada,62420,Liberal Party of Canada,199310,Creating opportunity: the Liberal plan for Canada
62,Canada,62420,Liberal Party of Canada,199706,Securing our future together
62,Canada,62420,Liberal Party of Canada,200011,Opportunity for all. The Liberal Plan for the Future of Canada
62,Canada,62420,Liberal Party of Canada,200406,Moving Canada forward: The Paul Martin plan for getting things done
62,Canada,62420,Liberal Party of Canada,200601,Securing Canada’s success
62,Canada,62420,Liberal Party of Canada,200810,The green shift - building a Canadian economy for the 21st century
62,Canada,62420,Liberal Party of Canada,201105,Votre famille. Votre avenir. Votre Canada.
62,Canada,62420,Liberal Party of Canada,201510,Real Change: A New Plan for a Strong Middle Class
62,Canada,62620,Progressive Conservative Party,194506,Bracken’s charter for a better Canada
62,Canada,62620,Progressive Conservative Party,194906,"A letter stating policy, signed by the leader of the Progressive Conservative Party"
62,Canada,62620,Progressive Conservative Party,195308,Campaign leaflets
62,Canada,62620,Progressive Conservative Party,195706,A new national policy
